"b","c","year","r","r_p","f","f_msy","f_msy_p","f_ratio","f_ratio_p","f_ratio_err","id","r_0","r_s","r_p_s","hcr","b_0","ai","status","growth"
511.340099971915,134.821218306426,100,0.0855959746273532,0.284769672481568,0.263662517987209,0.0713299788561277,0.237308060401306,3.45815462764073,1.05214876379864,0.916182097940817,15,0.5,-0.01767,-0.00567,0.7,6000,10,"over","medium"
486.925838148349,141.337896211708,100,0.102715169552824,0.341723606977881,0.290265755354406,0.0855959746273532,0.284769672481568,3.33119356019547,1.01352066744477,1.03005363442671,16,0.6,-0.01767,-0.00567,0.7,1500,10,"over","fast"
622.086064321243,150.823069096927,100,0.102715169552824,0.341723606977881,0.242447271763738,0.0855959746273532,0.284769672481568,2.6499157622944,0.806240869388398,0.837612994833075,17,0.6,-0.01767,-0.00567,0.7,4000,10,"over","fast"
370.371827035532,82.0286615464775,100,0.102715169552824,0.341723606977881,0.221476515109255,0.0855959746273532,0.284769672481568,3.63106235902277,1.10475620198857,1.11193146930138,18,0.6,-0.01767,-0.00567,0.7,6000,10,"over","fast"
472.275785698592,159.933068949964,100,0.119834364478295,0.398677541474195,0.338643381246807,0.0998619703985787,0.332231284561829,3.17256529542426,0.965257778518828,0.893835572261617,19,0.7,-0.01767,-0.00567,0.7,1500,10,"over","fast"
705.792698598859,190.130571340066,100,0.119834364478295,0.398677541474195,0.269385857515265,0.0998619703985787,0.332231284561829,2.52372929742323,0.767848447036569,0.775911860965608,20,0.7,-0.01767,-0.00567,0.7,4000,10,"over","fast"
283.071750647907,94.7751245039676,100,0.119834364478295,0.398677541474195,0.334809546650424,0.0998619703985787,0.332231284561829,3.13664818833626,0.95432994448856,0.952495444027317,21,0.7,-0.01767,-0.00567,0.7,6000,10,"over","fast"
547.968314539305,201.976427593692,100,0.136953559403765,0.455631475970508,0.368591435370675,0.114127966169804,0.37969289664209,3.02149075754691,0.919293122398884,0.908669017422185,22,0.8,-0.01767,-0.00567,0.7,1500,10,"over","fast"
362.471107499494,131.155013780132,100,0.136953559403765,0.455631475970508,0.361835774125292,0.114127966169804,0.37969289664209,2.96611191242124,0.902444025202985,0.909496124690187,23,0.8,-0.01767,-0.00567,0.7,4000,10,"over","fast"
312.576037222346,131.863336058411,100,0.136953559403765,0.455631475970508,0.421860028779534,0.114127966169804,0.37969289664209,3.45815462764073,1.05214876379864,0.90764996930232,24,0.8,-0.01767,-0.00567,0.7,6000,10,"over","fast"
27.5683087598204,0.217613595620205,100,0.0209378186465368,0.0569539344963135,0.157872285540684,0.0174481822054473,0.0474616120802613,8.90628175453981,3.30745507371743,3.99964167537717,25,0.1,-0.01567,-0.00567,0.7,1500,10,"over","slow"
1454.94244919343,55.9915599016189,100,0.0209378186465368,0.0569539344963135,0.0384836939307521,0.0174481822054473,0.0474616120802613,3.10148186218921,1.15177267055485,1.27299222042963,26,0.1,-0.01567,-0.00567,0.7,4000,10,"good","slow"
1648.79952258918,78.8619743822171,100,0.0209378186465368,0.0569539344963135,0.0478299352357748,0.0174481822054473,0.0474616120802613,2.69830057918192,1.00204644171299,1.01266645361717,27,0.1,-0.01567,-0.00567,0.7,6000,10,"good","slow"
1073.98338052861,94.25263709364,100,0.0418756372930736,0.113907868992627,0.0877598655644463,0.0348963644108946,0.0949232241605225,2.35758406981467,0.875517259427509,0.840475167826455,28,0.2,-0.01567,-0.00567,0.7,1500,10,"good","slow"
1167.13087955374,110.856297643576,100,0.0418756372930736,0.113907868992627,0.0949818907078893,0.0348963644108946,0.0949232241605225,2.5515968035452,0.947566226463134,0.890925247478229,29,0.2,-0.01567,-0.00567,0.7,4000,10,"good","slow"
1155.47525387623,85.3035441744964,100,0.0418756372930736,0.113907868992627,0.0738255050364185,0.0348963644108946,0.0949232241605225,2.97487638854807,1.10475620198857,1.19642441756076,30,0.2,-0.01567,-0.00567,0.7,6000,10,"good","slow"
1145.00750034408,166.178233486917,100,0.0628134559396104,0.170861803488941,0.145132877677203,0.052344546616342,0.142384836240784,2.59923643697068,0.965257778518828,0.986318953370107,31,0.3,-0.01567,-0.00567,0.7,1500,10,"good","slow"
1207.7624126218,146.409350939472,100,0.0628134559396104,0.170861803488941,0.121223635881869,0.052344546616342,0.142384836240784,2.17103730353245,0.806240869388398,0.831436590710227,32,0.3,-0.01567,-0.00567,0.7,4000,10,"good","slow"
982.05727398102,103.572677466196,100,0.0628134559396104,0.170861803488941,0.105465007194884,0.052344546616342,0.142384836240784,2.83321560814102,1.05214876379864,1.13500952401126,33,0.3,-0.01567,-0.00567,0.7,6000,10,"over","slow"
1232.98863966816,206.108413828127,100,0.0837512745861471,0.227815737985254,0.167161648694184,0.0697927288217893,0.189846448321045,2.35758406981467,0.875517259427509,1.00461019018538,34,0.4,-0.01567,-0.00567,0.7,1500,10,"good","medium"
881.572534254766,175.840194809293,100,0.0837512745861471,0.227815737985254,0.199461970486567,0.0697927288217893,0.189846448321045,2.81313547590858,1.04469176467561,1.06152184917792,35,0.4,-0.01567,-0.00567,0.7,4000,10,"over","medium"
847.399519791869,162.124256601887,100,0.0837512745861471,0.227815737985254,0.191319740943099,0.0697927288217893,0.189846448321045,2.69830057918192,1.00204644171299,1.00068866086208,36,0.4,-0.01567,-0.00567,0.7,6000,10,"over","medium"
908.354160639102,219.720088806022,100,0.104689093232684,0.284769672481568,0.241888129462005,0.0872409110272366,0.237308060401306,2.59923643697068,0.965257778518828,0.98272800230161,37,0.5,-0.01567,-0.00567,0.7,1500,10,"over","medium"
529.671034597749,107.014414392084,100,0.104689093232684,0.284769672481568,0.202039393136449,0.0872409110272366,0.237308060401306,3.25655595529868,1.2093613040826,1.26742600301556,38,0.5,-0.01567,-0.00567,0.7,4000,10,"over","medium"
803.402828714752,141.218141851318,100,0.104689093232684,0.284769672481568,0.175775011991472,0.0872409110272366,0.237308060401306,2.83321560814102,1.05214876379864,1.32817411296286,39,0.5,-0.01567,-0.00567,0.7,6000,10,"over","medium"
756.112399000051,219.473536628582,100,0.125626911879221,0.341723606977881,0.290265755354406,0.104689093232684,0.284769672481568,2.72919825881921,1.01352066744477,1.05475803924003,40,0.6,-0.01567,-0.00567,0.7,1500,10,"over","fast"
1232.33382962604,284.548547519042,100,0.125626911879221,0.341723606977881,0.230902163584513,0.104689093232684,0.284769672481568,2.06765457479281,0.767848447036569,0.885731528451208,41,0.6,-0.01567,-0.00567,0.7,4000,10,"good","fast"
663.894020887427,140.035175379065,100,0.125626911879221,0.341723606977881,0.210930014389767,0.104689093232684,0.284769672481568,2.83321560814102,1.05214876379864,1.16015644146824,42,0.6,-0.01567,-0.00567,0.7,6000,10,"over","fast"
0.00179388024602994,9.91213910494612e-05,100,0.146564730525758,0.398677541474195,1.10510599878479,0.122137275438131,0.332231284561829,8.90628175453981,3.30745507371743,3.45506410891967,43,0.7,-0.01567,-0.00567,0.7,1500,10,"over","fast"
688.267120860503,168.171817281242,100,0.146564730525758,0.398677541474195,0.244340913846045,0.122137275438131,0.332231284561829,2.81313547590858,1.0446917646756,1.16166335129731,44,0.7,-0.01567,-0.00567,0.7,4000,10,"over","fast"
681.074071566905,167.602124335455,100,0.146564730525758,0.398677541474195,0.246085016788062,0.122137275438131,0.332231284561829,2.83321560814102,1.05214876379864,1.11078592970402,45,0.7,-0.01567,-0.00567,0.7,6000,10,"over","fast"
753.359104798753,204.096059633694,100,0.167502549172294,0.455631475970508,0.270914704997446,0.139585457643579,0.37969289664209,2.72919825881921,1.01352066744477,1.14902765895484,46,0.8,-0.01567,-0.00567,0.7,1500,10,"over","fast"
558.215327987703,233.819731480089,100,0.167502549172294,0.455631475970508,0.418870138021792,0.139585457643579,0.37969289664209,2.95379224970401,1.09692635290939,1.04388053700223,47,0.8,-0.01567,-0.00567,0.7,4000,10,"over","fast"
860.944297988123,329.431280115053,100,0.167502549172294,0.455631475970508,0.382639481886199,0.139585457643579,0.37969289664209,2.56981007541136,0.954329944488561,0.899999310222765,48,0.8,-0.01567,-0.00567,0.7,6000,10,"over","fast"
2237.94378668539,108.266407280489,100,0.0255977639809945,0.0569539344963135,0.0483776258924011,0.0213314699841621,0.0474616120802613,2.23689711875832,1.01352066744477,1.00049787713852,49,0.1,-0.01367,-0.00567,0.7,1500,10,"good","slow"
2154.93705928628,87.0764351410885,100,0.0255977639809945,0.0569539344963135,0.0404078786272897,0.0213314699841621,0.0474616120802613,1.77941894594704,0.806240869388398,0.787503447246954,50,0.1,-0.01367,-0.00567,0.7,4000,10,"good","slow"
2240.72555657466,112.532446164717,100,0.0255977639809945,0.0569539344963135,0.0502214319975636,0.0213314699841621,0.0474616120802613,2.21157285719777,1.00204644171299,0.888328271725674,51,0.1,-0.01367,-0.00567,0.7,6000,10,"good","slow"
1557.25775120854,158.206509102617,100,0.0511955279619891,0.113907868992627,0.101593014374042,0.0426629399683243,0.0949232241605225,2.34874197469624,1.06419670081701,1.03842950600547,52,0.2,-0.01367,-0.00567,0.7,1500,10,"good","slow"
1956.16766122222,130.060352103161,100,0.0511955279619891,0.113907868992627,0.0664873234955225,0.0426629399683243,0.0949232241605225,1.46393237052219,0.663296358524194,0.650249229308871,53,0.2,-0.01367,-0.00567,0.7,4000,10,"good","slow"
1689.5330837763,178.186618836462,100,0.0511955279619891,0.113907868992627,0.105465007194884,0.0426629399683243,0.0949232241605225,2.32215150005765,1.05214876379864,0.903047762342669,54,0.2,-0.01367,-0.00567,0.7,6000,10,"good","slow"
2.70343625340148,0.0640196490207054,100,0.0767932919429837,0.170861803488941,0.473616856622053,0.0639944099524864,0.142384836240784,7.29973937628093,3.30745507371743,3.57562945764228,55,0.3,-0.01367,-0.00567,0.7,1500,10,"over","slow"
1699.85463703353,206.06255957186,100,0.0767932919429837,0.170861803488941,0.121223635881869,0.0639944099524864,0.142384836240784,1.77941894594704,0.806240869388398,0.772848387998954,56,0.3,-0.01367,-0.00567,0.7,4000,10,"good","slow"
1422.50398322429,225.03658923825,100,0.0767932919429837,0.170861803488941,0.158197510792325,0.0639944099524864,0.142384836240784,2.32215150005765,1.05214876379864,0.946037205063662,57,0.3,-0.01367,-0.00567,0.7,6000,10,"good","slow"
1322.6884997698,188.126276477292,100,0.102391055923978,0.227815737985254,0.142230220123659,0.0853258799366485,0.189846448321045,2.34874197469624,1.06419670081701,1.14619759927895,58,0.4,-0.01367,-0.00567,0.7,1500,10,"good","medium"
1343.25800331939,281.325332624634,100,0.102391055923978,0.227815737985254,0.209435069010896,0.0853258799366485,0.189846448321045,2.30569348357245,1.04469176467561,0.970720107065753,59,0.4,-0.01367,-0.00567,0.7,4000,10,"good","medium"
1208.73871940942,178.471492834949,100,0.102391055923978,0.227815737985254,0.147651010072837,0.0853258799366485,0.189846448321045,2.43825907506054,1.10475620198857,1.14799029889299,60,0.4,-0.01367,-0.00567,0.7,6000,10,"good","medium"
0.42166474833821,0.0166422943880226,100,0.127988819904973,0.284769672481568,0.789361427703421,0.106657349920811,0.237308060401306,7.29973937628093,3.30745507371743,3.39500611471997,61,0.5,-0.01367,-0.00567,0.7,1500,10,"over","medium"
958.960770497449,184.52176391711,100,0.127988819904973,0.284769672481568,0.192418469653761,0.106657349920811,0.237308060401306,2.54202706563863,1.15177267055485,1.13888147330083,62,0.5,-0.01367,-0.00567,0.7,4000,10,"over","medium"
1253.02648336371,314.643921626983,100,0.127988819904973,0.284769672481568,0.251107159987818,0.106657349920811,0.237308060401306,2.32215150005765,1.05214876379864,1.0322076357767,63,0.5,-0.01367,-0.00567,0.7,6000,10,"good","medium"
1396.09297577479,385.94093538881,100,0.153586583885967,0.341723606977881,0.276443576528006,0.127988819904973,0.284769672481568,2.13037820834126,0.965257778518828,1.01330928114366,64,0.6,-0.01367,-0.00567,0.7,1500,10,"good","fast"
1323.6349692109,264.014839163733,100,0.153586583885967,0.341723606977881,0.199461970486567,0.127988819904973,0.284769672481568,2.19589855578329,0.99494453778629,1.2111205338899,65,0.6,-0.01367,-0.00567,0.7,4000,10,"good","fast"
2228.4350342777,470.043833846855,100,0.153586583885967,0.341723606977881,0.210930014389767,0.127988819904973,0.284769672481568,1.54810100003843,0.701432509199092,0.777184418957748,66,0.6,-0.01367,-0.00567,0.7,6000,10,"good","fast"
1571.19290989856,506.737218665769,100,0.179184347866962,0.398677541474195,0.32251750594934,0.149320289889135,0.332231284561829,2.02893162699168,0.919293122398884,0.904546932195214,67,0.7,-0.01367,-0.00567,0.7,1500,10,"good","fast"
1889.0512089885,508.883679823614,100,0.179184347866962,0.398677541474195,0.269385857515265,0.149320289889135,0.332231284561829,1.69468471042575,0.76784844703657,0.762230245451974,68,0.7,-0.01367,-0.00567,0.7,4000,10,"good","fast"
1003.90620116945,389.097882130268,100,0.179184347866962,0.398677541474195,0.387583901441197,0.149320289889135,0.332231284561829,2.43825907506053,1.10475620198857,0.988637207246265,69,0.7,-0.01367,-0.00567,0.7,6000,10,"good","fast"
1262.97401078155,465.521403469831,100,0.204782111847956,0.455631475970508,0.368591435370675,0.170651759873297,0.37969289664209,2.02893162699168,0.919293122398884,0.820992329613468,70,0.8,-0.01367,-0.00567,0.7,1500,10,"good","fast"
834.809709393161,257.012490773652,100,0.204782111847956,0.455631475970508,0.307869551446017,0.170651759873297,0.37969289664209,2.54202706563863,1.15177267055485,1.10814557331843,71,0.8,-0.01367,-0.00567,0.7,4000,10,"over","fast"
1225.24677932274,492.269182463927,100,0.204782111847956,0.455631475970508,0.401771455980509,0.170651759873297,0.37969289664209,2.21157285719777,1.00204644171299,0.965259583424705,72,0.8,-0.01367,-0.00567,0.7,6000,10,"good","fast"
2420.40185861123,111.51742440492,100,0.0312820961016558,0.0569539344963135,0.0460739294213343,0.0260684134180465,0.0474616120802613,1.66361693253768,0.919293122398884,0.805061830572916,73,0.1,-0.01167,-0.00567,0.7,1500,10,"good","slow"
2298.42106331208,132.677599086744,100,0.0312820961016558,0.0569539344963135,0.0577255408961282,0.0260684134180465,0.0474616120802613,2.08432813265168,1.15177267055485,0.969359008011967,74,0.1,-0.01167,-0.00567,0.7,4000,10,"good","slow"
2137.62105638713,112.722110045902,100,0.0312820961016558,0.0569539344963135,0.0527325035974418,0.0260684134180465,0.0474616120802613,1.90404176465112,1.05214876379864,0.912627397246294,75,0.1,-0.01167,-0.00567,0.7,6000,10,"good","slow"
1764.4629316951,170.721055221109,100,0.0625641922033115,0.113907868992627,0.0967552517848021,0.0521368268360929,0.0949232241605225,1.74679777916457,0.965257778518828,0.845990031385061,76,0.2,-0.01167,-0.00567,0.7,1500,10,"good","slow"
2108.52738593163,210.285513611407,100,0.0625641922033115,0.113907868992627,0.0997309852432837,0.0521368268360929,0.0949232241605225,1.8905470590945,1.04469176467561,1.0250282724976,77,0.2,-0.01167,-0.00567,0.7,4000,10,"good","slow"
2183.7053796525,153.536335717705,100,0.0625641922033115,0.113907868992627,0.070310004796589,0.0521368268360929,0.0949232241605225,1.90404176465112,1.05214876379864,1.20630313866322,78,0.2,-0.01167,-0.00567,0.7,6000,10,"good","slow"
2289.02685476709,332.213054512745,100,0.0938462883049673,0.170861803488941,0.145132877677203,0.0782052402541395,0.142384836240784,1.74679777916457,0.965257778518828,0.937934649318063,79,0.3,-0.01167,-0.00567,0.7,1500,10,"good","slow"
2377.19253970785,288.171922854641,100,0.0938462883049673,0.170861803488941,0.121223635881869,0.0782052402541395,0.142384836240784,1.45902969285618,0.806240869388398,0.8414011559493,80,0.3,-0.01167,-0.00567,0.7,4000,10,"good","slow"
1796.65384038661,270.691586004413,100,0.0938462883049673,0.170861803488941,0.150664295992691,0.0782052402541395,0.142384836240784,1.90404176465111,1.05214876379864,1.03512178746169,81,0.3,-0.01167,-0.00567,0.7,6000,10,"good","slow"
2861.25969858377,406.957596760524,100,0.125128384406623,0.227815737985254,0.142230220123659,0.104273653672186,0.189846448321045,1.28389636768596,0.709464467211339,0.700662557879854,82,0.4,-0.01167,-0.00567,0.7,1500,10,"good","medium"
2592.53568421472,439.987242511597,100,0.125128384406623,0.227815737985254,0.169713090234617,0.104273653672186,0.189846448321045,1.53198117749899,0.846552912857818,0.818715468268603,83,0.4,-0.01167,-0.00567,0.7,4000,10,"good","medium"
2178.740182526,416.836007303195,100,0.125128384406623,0.227815737985254,0.191319740943099,0.104273653672186,0.189846448321045,1.72702200875385,0.954329944488561,0.953630359135918,84,0.4,-0.01167,-0.00567,0.7,6000,10,"good","medium"
1934.53811210588,491.338895575762,100,0.156410480508279,0.284769672481568,0.253982535935106,0.130342067090232,0.237308060401306,1.8341376681228,1.01352066744477,0.786800446696506,85,0.5,-0.01167,-0.00567,0.7,1500,10,"good","medium"
1824.84985943196,477.73444530582,100,0.156410480508279,0.284769672481568,0.26179383626362,0.130342067090232,0.237308060401306,1.8905470590945,1.0446917646756,0.964641652071749,86,0.5,-0.01167,-0.00567,0.7,4000,10,"good","medium"
1799.41605235539,316.292378180416,100,0.156410480508279,0.284769672481568,0.175775011991472,0.130342067090232,0.237308060401306,1.90404176465112,1.05214876379864,1.31618302166873,87,0.5,-0.01167,-0.00567,0.7,6000,10,"good","medium"
2028.57994364499,392.551526425941,100,0.187692576609935,0.341723606977881,0.193510503569604,0.156410480508279,0.284769672481568,1.74679777916457,0.965257778518828,1.14132485263694,88,0.6,-0.01167,-0.00567,0.7,1500,10,"good","fast"
2528.55552609414,643.69345824488,100,0.187692576609935,0.341723606977881,0.254569635351925,0.156410480508279,0.284769672481568,1.53198117749899,0.846552912857818,0.787082682779251,89,0.6,-0.01167,-0.00567,0.7,4000,10,"good","fast"
1882.30405657713,378.128020704506,100,0.187692576609935,0.341723606977881,0.200885727990254,0.156410480508279,0.284769672481568,1.81337310919154,1.00204644171299,1.1205490854696,90,0.6,-0.01167,-0.00567,0.7,6000,10,"good","fast"
1662.15162048276,620.57150100792,100,0.21897467271159,0.398677541474195,0.373354327824605,0.182478893926325,0.332231284561829,1.92584455152893,1.06419670081701,0.980911629205683,91,0.7,-0.01167,-0.00567,0.7,1500,10,"good","fast"
2474.91320919769,700.041947992354,100,0.21897467271159,0.398677541474195,0.282855150391028,0.182478893926325,0.332231284561829,1.45902969285618,0.806240869388398,0.696572460985014,92,0.7,-0.01167,-0.00567,0.7,4000,10,"good","fast"
1534.66241708242,396.54029800532,100,0.21897467271159,0.398677541474195,0.258389267627465,0.182478893926325,0.332231284561829,1.99924385288367,1.10475620198857,1.11661509045309,93,0.7,-0.01167,-0.00567,0.7,6000,10,"good","fast"
2153.79078816687,793.868838098564,100,0.250256768813246,0.455631475970508,0.368591435370675,0.208547307344372,0.37969289664209,1.66361693253768,0.919293122398884,0.859511382485385,94,0.8,-0.01167,-0.00567,0.7,1500,10,"good","fast"
1683.0113816357,704.963209717992,100,0.250256768813246,0.455631475970508,0.418870138021792,0.208547307344372,0.37969289664209,1.8905470590945,1.04469176467561,0.916231876841248,95,0.8,-0.01167,-0.00567,0.7,4000,10,"good","fast"
2871.1621393586,847.859979918369,100,0.250256768813246,0.455631475970508,0.295302020145674,0.208547307344372,0.37969289664209,1.33282923525578,0.736504134659047,0.713091277431775,96,0.8,-0.01167,-0.00567,0.7,6000,10,"good","fast"
2847.39443922293,118.993787235789,100,0.0382132165100616,0.0569539344963135,0.0417904121735459,0.031844347091718,0.0474616120802613,1.23775571961917,0.833825961359532,0.877901001781236,97,0.1,-0.00967,-0.00567,0.7,1500,10,"good","slow"
3115.29641709534,103.56386033393,100,0.0382132165100616,0.0569539344963135,0.0332436617477612,0.031844347091718,0.0474616120802613,1.47692486132347,0.994944537786291,1.25596329201644,98,0.1,-0.00967,-0.00567,0.7,4000,10,"good","slow"
3051.71639316552,107.283097120649,100,0.0382132165100616,0.0569539344963135,0.0351550023982945,0.031844347091718,0.0474616120802613,1.0412269951063,0.701432509199092,0.704915680564452,99,0.1,-0.00967,-0.00567,0.7,6000,10,"good","slow"
2769.40616541289,281.352320370353,100,0.0764264330201232,0.113907868992627,0.101593014374042,0.063688694183436,0.0949232241605225,1.50449981317035,1.01352066744477,0.977849538936309,100,0.2,-0.00967,-0.00567,0.7,1500,10,"good","slow"
3043.10177314597,245.930574199545,100,0.0764264330201232,0.113907868992627,0.0808157572545794,0.063688694183436,0.0949232241605225,1.19680759981271,0.806240869388398,0.807362255295675,101,0.2,-0.00967,-0.00567,0.7,4000,10,"good","slow"
2613.04310254476,192.909226727297,100,0.0764264330201232,0.113907868992627,0.0738255050364185,0.063688694183436,0.0949232241605225,1.63993251729242,1.10475620198857,1.10823046841912,102,0.2,-0.00967,-0.00567,0.7,6000,10,"good","slow"
2741.67205297531,397.906754695473,100,0.114639649530185,0.170861803488941,0.145132877677203,0.095533041275154,0.142384836240784,1.50449981317035,1.01352066744477,1.00319912557874,103,0.3,-0.00967,-0.00567,0.7,1500,10,"good","slow"
3334.71626321568,424.458751564476,100,0.114639649530185,0.170861803488941,0.127284817675963,0.095533041275154,0.142384836240784,1.25664797980334,0.846552912857818,0.726621550114495,104,0.3,-0.00967,-0.00567,0.7,4000,10,"good","slow"
2403.21195003665,399.191255822276,100,0.114639649530185,0.170861803488941,0.166107386331942,0.095533041275154,0.142384836240784,1.63993251729242,1.10475620198857,0.912919149864271,105,0.3,-0.00967,-0.00567,0.7,6000,10,"good","slow"
2803.45542926629,492.061743176654,100,0.152852866040246,0.227815737985254,0.175519731128893,0.127377388366872,0.189846448321045,1.29964350560013,0.875517259427509,0.871754666256315,106,0.4,-0.00967,-0.00567,0.7,1500,10,"good","medium"
2495.80343103176,522.708763815767,100,0.152852866040246,0.227815737985254,0.209435069010896,0.127377388366872,0.189846448321045,1.55077110438964,1.04469176467561,0.789040157231501,107,0.4,-0.00967,-0.00567,0.7,4000,10,"good","medium"
2518.90492694571,506.012049987727,100,0.152852866040246,0.227815737985254,0.200885727990254,0.127377388366872,0.189846448321045,1.56184049265944,1.05214876379864,1.01675065423677,108,0.4,-0.00967,-0.00567,0.7,6000,10,"good","medium"
2364.34434855858,600.502173470744,100,0.191066082550308,0.284769672481568,0.253982535935106,0.15922173545859,0.237308060401306,1.57972480382887,1.06419670081701,1.05712779812429,109,0.5,-0.00967,-0.00567,0.7,1500,10,"good","medium"
3012.5965494223,639.096337540753,100,0.191066082550308,0.284769672481568,0.212141362793271,0.15922173545859,0.237308060401306,1.25664797980334,0.846552912857818,0.786794458004825,110,0.5,-0.00967,-0.00567,0.7,4000,10,"good","medium"
2419.21306208947,425.237204998703,100,0.191066082550308,0.284769672481568,0.175775011991472,0.15922173545859,0.237308060401306,1.56184049265944,1.05214876379864,1.24937322991691,111,0.5,-0.00967,-0.00567,0.7,6000,10,"good","medium"
2546.45673523845,517.404431411912,100,0.22927929906037,0.341723606977881,0.203186028748084,0.191066082550308,0.284769672481568,1.50449981317035,1.01352066744477,1.1349995745336,112,0.6,-0.00967,-0.00567,0.7,1500,10,"good","fast"
3464.13459514199,799.876172966246,100,0.22927929906037,0.341723606977881,0.230902163584513,0.191066082550308,0.284769672481568,1.13981676172639,0.767848447036569,0.795330551643558,113,0.6,-0.00967,-0.00567,0.7,4000,10,"good","fast"
2399.9040241362,759.317685517664,100,0.22927929906037,0.341723606977881,0.31639502158465,0.191066082550308,0.284769672481568,1.56184049265944,1.05214876379864,0.88902670640837,114,0.6,-0.00967,-0.00567,0.7,6000,10,"good","fast"
2749.65711155086,886.812553833249,100,0.267492515570431,0.398677541474195,0.32251750594934,0.222910429642026,0.332231284561829,1.36462568088014,0.919293122398884,0.980735499614438,115,0.7,-0.00967,-0.00567,0.7,1500,10,"good","fast"
2204.87997946255,848.519262836799,100,0.267492515570431,0.398677541474195,0.384836939307521,0.222910429642026,0.332231284561829,1.62830965960912,1.09692635290939,0.885661857705996,116,0.7,-0.00967,-0.00567,0.7,4000,10,"good","fast"
2352.75561479035,868.466857445832,100,0.267492515570431,0.398677541474195,0.369127525182092,0.222910429642026,0.332231284561829,1.56184049265944,1.05214876379864,0.956993361664702,117,0.7,-0.00967,-0.00567,0.7,6000,10,"good","fast"
2678.01832548494,1036.44934946644,100,0.305705732080493,0.455631475970508,0.387021007139208,0.254754776733744,0.37969289664209,1.43285696492414,0.965257778518828,0.995675182228225,118,0.8,-0.00967,-0.00567,0.7,1500,10,"good","fast"
